geoid,geoid20,year,denom_adult_pop,voted_count,registered_count,registration_pct,voter_turnout_pct,denom_registered
1400000US06037407701,6037407701,2012,3781,931,1609,42.599998,57.900002,1609
1400000US06037407702,6037407702,2012,4940,1718,2832,57.299999,60.700001,2832
1400000US06037407801,6037407801,2012,3731,1262,2094,56.099998,60.299999,2094
1400000US06037407802,6037407802,2012,2695,969,1583,58.700001,61.200001,1583
1400000US06037407901,6037407901,2012,2897,1225,2002,69.099998,61.200001,2002
1400000US06037407902,6037407902,2012,1331,562,920,69.099998,61.099998,920
1400000US06037408003,6037408003,2012,3470,1413,2380,68.599998,59.400002,2380
1400000US06037408004,6037408004,2012,2205,619,1040,47.200001,59.5,1040
1400000US06037408005,6037408005,2012,3670,1682,2576,70.199997,65.300003,2576
1400000US06037408006,6037408006,2012,3054,743,1393,45.599998,53.299999,1393
1400000US06037408133,6037408133,2012,4035,1220,2090,51.799999,58.400002,2090
1400000US06037408134,6037408134,2012,2074,1036,1571,75.699997,65.900002,1571
1400000US06037408135,6037408135,2012,3432,1280,2190,63.799999,58.400002,2190
1400000US06037408136,6037408136,2012,2868,1149,1858,64.800003,61.799999,1858
1400000US06037408137,6037408137,2012,3230,799,1385,42.900002,57.700001,1385
1400000US06037408138,6037408138,2012,4529,1049,1811,40,57.900002,1811
1400000US06037408139,6037408139,2012,2855,771,1388,48.599998,55.5,1388
1400000US06037408140,6037408140,2012,2114,652,1158,54.799999,56.299999,1158
1400000US06037408141,6037408141,2012,3655,1070,1883,51.5,56.799999,1883
1400000US06037408212,6037408212,2012,3766,1291,2241,59.5,57.599998,2241
1400000US06037408213,6037408213,2012,983,214,414,100,51.700001,414
1400000US06037408301,6037408301,2012,4258,1160,2057,48.299999,56.400002,2057
1400000US06037408302,6037408302,2012,3171,1419,2195,69.199997,64.599998,2195
1400000US06037408303,6037408303,2012,3034,1535,2237,73.699997,68.599998,2237
1400000US06037408401,6037408401,2012,3312,1286,2110,63.700001,60.900002,2110
1400000US06037408402,6037408402,2012,4232,2278,3390,80.099998,67.199997,3390
1400000US06037408503,6037408503,2012,4723,2356,3559,75.400002,66.199997,3559
1400000US06037408504,6037408504,2012,3807,1324,2301,60.400002,57.5,2301
1400000US06037408505,6037408505,2012,2377,1046,1594,67.099998,65.599998,1594
1400000US06037408623,6037408623,2012,2781,999,1588,57.099998,62.900002,1588
1400000US06037408624,6037408624,2012,2946,1169,1850,62.799999,63.200001,1850
1400000US06037408625,6037408625,2012,3513,1777,2767,78.800003,64.199997,2767
1400000US06037408626,6037408626,2012,4256,1099,2066,48.5,53.200001,2066
1400000US06037408627,6037408627,2012,2192,1052,1660,75.699997,63.400002,1660
1400000US06037408628,6037408628,2012,4325,1657,2680,62,61.799999,2680
1400000US06037408629,6037408629,2012,2368,910,1403,59.200001,64.900002,1403
1400000US06037408631,6037408631,2012,4145,1558,2564,61.900002,60.799999,2564
1400000US06037408703,6037408703,2012,5462,1911,3409,62.400002,56.099998,3409
1400000US06037408705,6037408705,2012,4172,1521,2512,60.200001,60.5,2512
1400000US06037408707,6037408707,2012,5700,2328,3788,66.5,61.5,3788
1400000US06037408722,6037408722,2012,3243,1109,1870,57.700001,59.299999,1870
1400000US06037408724,6037408724,2012,3848,427,942,24.5,45.299999,942
1400000US06037408725,6037408725,2012,4961,1440,2647,53.400002,54.400002,2647
1400000US06037408800,6037408800,2012,2806,449,1077,38.400002,41.700001,1077
1400000US06037408900,6037408900,2012,4680,2782,4007,85.599998,69.400002,4007
1400000US06037409000,6037409000,2012,5181,1574,2787,53.799999,56.5,2787
1400000US06037409100,6037409100,2012,4197,1428,2465,58.700001,57.900002,2465
1400000US06037430003,6037430003,2012,3702,2072,3077,83.099998,67.300003,3077
1400000US06037430004,6037430004,2012,2758,1344,2012,73,66.800003,2012
1400000US06037430005,6037430005,2012,2550,1244,1862,73,66.800003,1862
1400000US06037430101,6037430101,2012,4222,1521,2393,56.700001,63.599998,2393
1400000US06037430102,6037430102,2012,3377,1294,2149,63.599998,60.200001,2149
1400000US06037430200,6037430200,2012,952,611,870,100,70.199997,870
1400000US06037430301,6037430301,2012,3412,2529,3201,93.800003,79,3201
1400000US06037430302,6037430302,2012,4821,2992,3883,80.5,77.099998,3883
1400000US06037430400,6037430400,2012,3580,1978,2830,79.099998,69.900002,2830
1400000US06037430501,6037430501,2012,3356,2477,3114,92.800003,79.5,3114
1400000US06037430502,6037430502,2012,5466,3773,4861,88.900002,77.599998,4861
1400000US06037430600,6037430600,2012,3258,2012,2928,89.900002,68.699997,2928
1400000US06037430701,6037430701,2012,4025,2203,3249,80.699997,67.800003,3249
1400000US06037430721,6037430721,2012,2544,1056,1670,65.599998,63.200001,1670
1400000US06037430723,6037430723,2012,3266,807,1381,42.299999,58.400002,1381
1400000US06037430724,6037430724,2012,4059,1089,1833,45.200001,59.400002,1833
1400000US06037430801,6037430801,2012,5227,1388,2447,46.799999,56.700001,2447
1400000US06037430802,6037430802,2012,3400,1456,2299,67.599998,63.299999,2299
1400000US06037430803,6037430803,2012,4075,2096,3267,80.199997,64.199997,3267
1400000US06037430901,6037430901,2012,3304,1258,1961,59.400002,64.199997,1961
1400000US06037430902,6037430902,2012,3514,1364,2109,60,64.699997,2109
1400000US06037431002,6037431002,2012,2427,1497,2035,83.800003,73.599998,2035
1400000US06037431003,6037431003,2012,2585,1164,1731,67,67.199997,1731
1400000US06037431004,6037431004,2012,2745,1236,1838,67,67.199997,1838
1400000US06037431100,6037431100,2012,4746,1955,3061,64.5,63.900002,3061
1400000US06037431200,6037431200,2012,4322,1452,2586,59.799999,56.099998,2586
1400000US06037431300,6037431300,2012,2001,1015,1448,72.400002,70.099998,1448
1400000US06037431400,6037431400,2012,3116,1373,2147,68.900002,63.900002,2147
1400000US06037431501,6037431501,2012,3313,1214,1904,57.5,63.799999,1904
1400000US06037431502,6037431502,2012,3535,1386,2125,60.099998,65.199997,2125
1400000US06037431600,6037431600,2012,3489,1439,2351,67.400002,61.200001,2351
1400000US06037431701,6037431701,2012,5401,2187,3786,70.099998,57.799999,3786
1400000US06037431800,6037431800,2012,4323,1405,2460,56.900002,57.099998,2460
1400000US06037431900,6037431900,2012,3016,1043,1676,55.599998,62.200001,1676
1400000US06037432001,6037432001,2012,2027,825,1296,63.900002,63.700001,1296
1400000US06037432002,6037432002,2012,4185,1703,2676,63.900002,63.599998,2676
1400000US06037432101,6037432101,2012,3487,1317,2082,59.700001,63.299999,2082
1400000US06037432102,6037432102,2012,4113,1869,2874,69.900002,65,2874
1400000US06037432201,6037432201,2012,3767,1024,1870,49.599998,54.799999,1870
1400000US06037432202,6037432202,2012,3447,1011,1768,51.299999,57.200001,1768
1400000US06037432300,6037432300,2012,3184,999,1683,52.900002,59.400002,1683
1400000US06037432401,6037432401,2012,2899,698,1313,45.299999,53.200001,1313
1400000US06037432402,6037432402,2012,4786,1198,2150,44.900002,55.700001,2150
1400000US06037432501,6037432501,2012,2392,782,1337,55.900002,58.5,1337
1400000US06037432502,6037432502,2012,3931,1292,2204,56.099998,58.599998,2204
1400000US06037432601,6037432601,2012,5083,1325,2433,47.900002,54.5,2433
1400000US06037432602,6037432602,2012,3785,1015,1894,50,53.599998,1894
1400000US06037432700,6037432700,2012,4002,1160,1928,48.200001,60.200001,1928
1400000US06037432801,6037432801,2012,2270,371,757,33.299999,49,757
1400000US06037432802,6037432802,2012,3952,502,998,25.299999,50.299999,998
1400000US06037432901,6037432901,2012,3748,899,1686,45,53.299999,1686
1400000US06037432902,6037432902,2012,2843,801,1382,48.599998,58,1382
1400000US06037433103,6037433103,2012,4785,1064,2076,43.400002,51.299999,2076
1400000US06037433200,6037433200,2012,4640,1160,2010,43.299999,57.700001,2010
1400000US06037433302,6037433302,2012,1278,172,351,27.5,49,351
1400000US06037433304,6037433304,2012,3555,590,1257,35.400002,46.900002,1257
1400000US06037433305,6037433305,2012,3065,513,1121,36.599998,45.799999,1121
1400000US06037433306,6037433306,2012,2749,461,946,34.400002,48.700001,946
1400000US06037433307,6037433307,2012,2000,510,957,47.900002,53.299999,957
1400000US06037433402,6037433402,2012,2896,441,944,32.599998,46.700001,944
1400000US06037433403,6037433403,2012,3129,531,1013,32.400002,52.400002,1013
1400000US06037433505,6037433505,2012,3063,533,1090,35.599998,48.900002,1090
1400000US06037433506,6037433506,2012,3525,496,1040,29.5,47.700001,1040
1400000US06037433601,6037433601,2012,3567,1081,2042,57.200001,52.900002,2042
1400000US06037433602,6037433602,2012,1956,512,1042,53.299999,49.099998,1042
1400000US06037433803,6037433803,2012,382,173,283,100,61.099998,283
1400000US06037433804,6037433804,2012,4095,923,1680,41,54.900002,1680
1400000US06037433901,6037433901,2012,3686,521,1135,30.799999,45.900002,1135
1400000US06037433903,6037433903,2012,3324,825,1513,45.5,54.5,1513
1400000US06037434001,6037434001,2012,3262,697,1307,40.099998,53.299999,1307
1400000US06037434003,6037434003,2012,3068,743,1328,43.299999,55.900002,1328
1400000US06037434004,6037434004,2012,1890,684,1131,59.799999,60.5,1131
1400000US06037434100,6037434100,2012,4227,918,1682,39.799999,54.599998,1682
1400000US06037460001,6037460001,2012,2753,2086,2733,99.300003,76.300003,2733
1400000US06037460002,6037460002,2012,831,629,825,100,76.199997,825
1400000US06037460101,6037460101,2012,4850,3697,4646,95.800003,79.599998,4646
1400000US06037460200,6037460200,2012,4147,3022,4034,97.300003,74.900002,4034
1400000US06037460301,6037460301,2012,3768,2500,3296,87.5,75.800003,3296
1400000US06037460302,6037460302,2012,3347,1907,2688,80.300003,70.900002,2688
1400000US06037460401,6037460401,2012,971,622,859,100,72.400002,859
1400000US06037460501,6037460501,2012,4104,2988,3922,95.599998,76.199997,3922
1400000US06037460502,6037460502,2012,3062,2325,3041,99.300003,76.5,3041
1400000US06037460601,6037460601,2012,5041,3173,4272,84.699997,74.300003,4272
1400000US06037460700,6037460700,2012,3756,2795,3652,97.199997,76.5,3652
1400000US06037460800,6037460800,2012,2584,1966,2410,93.300003,81.599998,2410
1400000US06037460900,6037460900,2012,5077,2353,3502,69,67.199997,3502
1400000US06037461000,6037461000,2012,4460,1894,2801,62.799999,67.599998,2801
1400000US06037461100,6037461100,2012,4303,2047,2971,69,68.900002,2971
1400000US06037461200,6037461200,2012,3632,2675,3346,92.099998,79.900002,3346
1400000US06037461300,6037461300,2012,5230,2755,4039,77.199997,68.199997,4039
1400000US06037461400,6037461400,2012,2600,1413,2002,77,70.599998,2002
1400000US06037461501,6037461501,2012,3035,1527,2149,70.800003,71.099998,2149
1400000US06037461502,6037461502,2012,5235,1377,2260,43.200001,60.900002,2260
1400000US06037461600,6037461600,2012,3937,1859,2844,72.199997,65.400002,2844
1400000US06037461700,6037461700,2012,1297,886,1142,88,77.599998,1142
1400000US06037461901,6037461901,2012,3538,1086,1667,47.099998,65.099998,1667
1400000US06037461902,6037461902,2012,1181,507,820,69.400002,61.799999,820
1400000US06037462001,6037462001,2012,3443,879,1430,41.5,61.5,1430
1400000US06037462002,6037462002,2012,2900,725,1230,42.400002,58.900002,1230
1400000US06037462100,6037462100,2012,4087,1627,2486,60.799999,65.400002,2486
1400000US06037462201,6037462201,2012,3613,1148,1854,51.299999,61.900002,1854
1400000US06037462202,6037462202,2012,2683,855,1340,49.900002,63.799999,1340
1400000US06037462301,6037462301,2012,3865,1257,1957,50.599998,64.199997,1957
1400000US06037462302,6037462302,2012,2305,953,1473,63.900002,64.699997,1473
1400000US06037462400,6037462400,2012,3391,1891,2637,77.800003,71.699997,2637
1400000US06037462500,6037462500,2012,4740,2866,3823,80.699997,75,3823
1400000US06037462600,6037462600,2012,1922,1263,1615,84,78.199997,1615
1400000US06037462700,6037462700,2012,4467,1968,2944,65.900002,66.800003,2944
1400000US06037462800,6037462800,2012,2273,1148,1643,72.300003,69.900002,1643
1400000US06037462900,6037462900,2012,2966,1561,2139,72.099998,73,2139
1400000US06037463000,6037463000,2012,1826,1129,1460,80,77.300003,1460
1400000US06037463103,6037463103,2012,4644,2394,3416,73.599998,70.099998,3416
1400000US06037463200,6037463200,2012,2724,1474,2008,73.699997,73.400002,2008
1400000US06037463300,6037463300,2012,1659,991,1303,78.5,76.099998,1303
1400000US06037463400,6037463400,2012,4707,2377,3352,71.199997,70.900002,3352
1400000US06037463500,6037463500,2012,5034,1941,2845,56.5,68.199997,2845
1400000US06037463601,6037463601,2012,5286,2188,3180,60.200001,68.800003,3180
1400000US06037463602,6037463602,2012,5066,1962,2775,54.799999,70.699997,2775
1400000US06037463700,6037463700,2012,2121,1313,1717,81,76.5,1717
1400000US06037463800,6037463800,2012,3111,2455,3046,97.900002,80.599998,3046
1400000US06037463900,6037463900,2012,2933,1988,2563,87.400002,77.599998,2563
1400000US06037464000,6037464000,2012,4802,3027,3942,82.099998,76.800003,3942
1400000US06037464101,6037464101,2012,2676,1809,2503,93.5,72.300003,2503
1400000US06037464102,6037464102,2012,2595,1754,2427,93.5,72.300003,2427
1400000US06037464200,6037464200,2012,4665,2455,3703,79.400002,66.300003,3703
1400000US06037480002,6037480002,2012,2776,1509,2129,76.699997,70.900002,2129
1400000US06037480011,6037480011,2012,4688,1193,1995,42.599998,59.799999,1995
1400000US06037480012,6037480012,2012,3586,1451,2272,63.400002,63.900002,2272
1400000US06037480101,6037480101,2012,3323,1245,1949,58.700001,63.900002,1949
1400000US06037480102,6037480102,2012,3317,1285,2128,64.199997,60.400002,2128
1400000US06037480201,6037480201,2012,3131,1870,2462,78.599998,76,2462
1400000US06037480202,6037480202,2012,1934,1161,1591,82.300003,73,1591
1400000US06037480302,6037480302,2012,3382,1467,2247,66.400002,65.300003,2247
1400000US06037480303,6037480303,2012,3553,863,1431,40.299999,60.299999,1431
1400000US06037480304,6037480304,2012,3321,799,1432,43.099998,55.799999,1432
1400000US06037480400,6037480400,2012,4702,1982,2970,63.200001,66.699997,2970
1400000US06037480500,6037480500,2012,3956,3096,4002,100,77.400002,4002
1400000US06037480601,6037480601,2012,1741,964,1334,76.599998,72.300003,1334
1400000US06037480602,6037480602,2012,4116,2278,3151,76.599998,72.300003,3151
1400000US06037480702,6037480702,2012,3636,2329,3050,83.900002,76.400002,3050
1400000US06037480703,6037480703,2012,2355,1401,1889,80.199997,74.199997,1889
1400000US06037480704,6037480704,2012,3597,1733,2446,68,70.900002,2446
1400000US06037480802,6037480802,2012,2746,1160,1785,65,65,1785
1400000US06037480803,6037480803,2012,2912,1321,1971,67.699997,67,1971
1400000US06037480804,6037480804,2012,4393,1114,2058,46.799999,54.099998,2058
1400000US06037480901,6037480901,2012,3594,893,1579,43.900002,56.599998,1579
1400000US06037480902,6037480902,2012,3142,663,1147,36.5,57.799999,1147
1400000US06037480903,6037480903,2012,2425,715,1267,52.200001,56.400002,1267
1400000US06037481001,6037481001,2012,3171,1007,1683,53.099998,59.799999,1683
1400000US06037481002,6037481002,2012,4685,1349,2197,46.900002,61.400002,2197
1400000US06037481101,6037481101,2012,3347,815,1403,41.900002,58.099998,1403
1400000US06037481102,6037481102,2012,3006,596,1057,35.200001,56.400002,1057
1400000US06037481103,6037481103,2012,3999,1363,2407,60.200001,56.599998,2407
1400000US06037481201,6037481201,2012,3012,876,1505,50,58.200001,1505
1400000US06037481203,6037481203,2012,4747,1379,2401,50.599998,57.400002,2401
1400000US06037481300,6037481300,2012,2656,777,1333,50.200001,58.299999,1333
1400000US06037481401,6037481401,2012,4941,977,1842,37.299999,53,1842
1400000US06037481403,6037481403,2012,2674,655,1185,44.299999,55.299999,1185
1400000US06037481404,6037481404,2012,3380,829,1498,44.299999,55.299999,1498
1400000US06037481500,6037481500,2012,3748,1332,2237,59.700001,59.5,2237
1400000US06037481603,6037481603,2012,3165,805,1436,45.400002,56.099998,1436
1400000US06037481604,6037481604,2012,3287,895,1438,43.700001,62.200001,1438
1400000US06037481605,6037481605,2012,2586,803,1356,52.400002,59.200001,1356
1400000US06037481606,6037481606,2012,3866,883,1596,41.299999,55.299999,1596
1400000US06037481711,6037481711,2012,4058,511,1170,28.799999,43.700001,1170
1400000US06037481712,6037481712,2012,3950,879,1729,43.799999,50.799999,1729
1400000US06037481713,6037481713,2012,2036,450,906,44.5,49.700001,906
1400000US06037481714,6037481714,2012,2273,440,973,42.799999,45.200001,973
1400000US06037481800,6037481800,2012,2218,967,1473,66.400002,65.599998,1473
1400000US06037481901,6037481901,2012,4400,2237,3263,74.199997,68.599998,3263
1400000US06037481902,6037481902,2012,2844,955,1557,54.700001,61.299999,1557
1400000US06037482001,6037482001,2012,2200,1359,1941,88.199997,70,1941
1400000US06037482002,6037482002,2012,5071,2209,3486,68.699997,63.400002,3486
1400000US06037482101,6037482101,2012,3988,899,1622,40.700001,55.400002,1622
1400000US06037482102,6037482102,2012,2247,1022,1543,68.699997,66.199997,1543
1400000US06037482201,6037482201,2012,3345,667,1366,40.799999,48.799999,1366
1400000US06037482202,6037482202,2012,4061,777,1634,40.200001,47.599998,1634
1400000US06037482301,6037482301,2012,4161,951,1863,44.799999,51,1863
1400000US06037482303,6037482303,2012,4712,777,1645,34.900002,47.200001,1645
1400000US06037482304,6037482304,2012,2770,470,999,36.099998,47,999
1400000US06037482401,6037482401,2012,2860,627,1322,46.200001,47.400002,1322
1400000US06037482403,6037482403,2012,1605,466,811,50.5,57.5,811
1400000US06037482404,6037482404,2012,1567,454,792,50.5,57.299999,792
1400000US06037482502,6037482502,2012,2293,568,1146,50,49.599998,1146
1400000US06037482503,6037482503,2012,3295,642,1367,41.5,47,1367
1400000US06037482521,6037482521,2012,4479,1500,2639,58.900002,56.799999,2639
1400000US06037482522,6037482522,2012,3483,1208,1911,54.900002,63.200001,1911
1400000US06037482600,6037482600,2012,5710,2307,3584,62.799999,64.400002,3584
1400000US06037482701,6037482701,2012,3360,1262,2056,61.200001,61.400002,2056
1400000US06037482702,6037482702,2012,1818,879,1336,73.5,65.800003,1336
1400000US06037482801,6037482801,2012,3630,1487,2406,66.300003,61.799999,2406
1400000US06037500100,6037500100,2012,2884,1891,2564,88.900002,73.800003,2564
1400000US06037500202,6037500202,2012,3798,2634,3565,93.900002,73.900002,3565
1400000US06037500203,6037500203,2012,1224,832,1113,90.900002,74.800003,1113
1400000US06037500204,6037500204,2012,3491,2372,3173,90.900002,74.800003,3173
1400000US06037500300,6037500300,2012,2510,1352,1881,74.900002,71.900002,1881
1400000US06037500402,6037500402,2012,2930,1288,2291,78.199997,56.200001,2291
1400000US06037500403,6037500403,2012,3018,1400,2116,70.099998,66.199997,2116
1400000US06037500404,6037500404,2012,3773,1550,2456,65.099998,63.099998,2456
1400000US06037500500,6037500500,2012,1982,779,1373,69.300003,56.700001,1373
1400000US06037500600,6037500600,2012,4163,1366,2433,58.400002,56.099998,2433
1400000US06037500700,6037500700,2012,5343,2116,3469,64.900002,61,3469
1400000US06037500800,6037500800,2012,4092,1783,2970,72.599998,60,2970
1400000US06037500900,6037500900,2012,4520,1646,2677,59.200001,61.5,2677
1400000US06037501001,6037501001,2012,1640,597,1083,66,55.099998,1083
1400000US06037501002,6037501002,2012,3714,1806,2805,75.5,64.400002,2805
1400000US06037501200,6037501200,2012,3579,1702,2556,71.400002,66.599998,2556
1400000US06037501301,6037501301,2012,2308,1136,1641,71.099998,69.199997,1641
1400000US06037501302,6037501302,2012,3053,1503,2171,71.099998,69.199997,2171
1400000US06037501400,6037501400,2012,2835,949,1648,58.099998,57.599998,1648
1400000US06037501501,6037501501,2012,1796,1183,1558,86.699997,75.900002,1558
1400000US06037501503,6037501503,2012,3810,1511,2364,62,63.900002,2364
1400000US06037501504,6037501504,2012,2898,897,1504,51.900002,59.599998,1504
1400000US06037501600,6037501600,2012,6746,3259,4419,65.5,73.699997,4419
1400000US06037501700,6037501700,2012,2870,1697,2324,81,73,2324
1400000US06037501802,6037501802,2012,2474,1165,1714,69.300003,68,1714
1400000US06037501803,6037501803,2012,3234,608,1242,38.400002,49,1242
1400000US06037501804,6037501804,2012,1432,577,1092,76.300003,52.799999,1092
1400000US06037501900,6037501900,2012,3207,1653,2475,77.199997,66.800003,2475
1400000US06037502003,6037502003,2012,2042,513,891,43.599998,57.599998,891
1400000US06037502004,6037502004,2012,2755,911,1562,56.700001,58.299999,1562
1400000US06037502005,6037502005,2012,3097,1283,2013,65,63.700001,2013
1400000US06037502100,6037502100,2012,4195,1546,2481,59.099998,62.299999,2481
1400000US06037502200,6037502200,2012,4819,1997,3327,69,60,3327
1400000US06037502303,6037502303,2012,6557,2287,3805,58,60.099998,3805
1400000US06037502401,6037502401,2012,3429,1527,2510,73.199997,60.799999,2510
1400000US06037502402,6037502402,2012,2716,1295,2087,76.800003,62.099998,2087
1400000US06037502500,6037502500,2012,2947,1115,1884,63.900002,59.200001,1884
1400000US06037502602,6037502602,2012,3543,1238,1928,54.400002,64.199997,1928
1400000US06037502603,6037502603,2012,2890,1282,1952,67.5,65.699997,1952
1400000US06037502604,6037502604,2012,2789,1238,1883,67.5,65.699997,1883
1400000US06037502700,6037502700,2012,4587,2396,4072,88.800003,58.799999,4072
1400000US06037502801,6037502801,2012,4911,2403,3780,77,63.599998,3780
1400000US06037502901,6037502901,2012,4147,1790,2892,69.699997,61.900002,2892
1400000US06037503000,6037503000,2012,3706,1079,2186,59,49.400002,2186
1400000US06037503103,6037503103,2012,3793,986,1795,47.299999,54.900002,1795
1400000US06037503104,6037503104,2012,1775,507,925,52.099998,54.799999,925
1400000US06037503105,6037503105,2012,2584,839,1401,54.200001,59.900002,1401
1400000US06037503106,6037503106,2012,2769,997,1726,62.299999,57.799999,1726
1400000US06037503201,6037503201,2012,3198,1651,2536,79.300003,65.099998,2536
1400000US06037503202,6037503202,2012,3549,1281,2149,60.599998,59.599998,2149
1400000US06037503301,6037503301,2012,2459,1251,1774,72.099998,70.5,1774
1400000US06037503302,6037503302,2012,4619,1898,3026,65.5,62.700001,3026
1400000US06037503401,6037503401,2012,4920,2512,3570,72.599998,70.400002,3570
1400000US06037503402,6037503402,2012,3465,1786,2546,73.5,70.099998,2546
1400000US06037503501,6037503501,2012,4688,1597,2590,55.200001,61.700001,2590
1400000US06037503502,6037503502,2012,2861,1412,2244,78.400002,62.900002,2244
1400000US06037503601,6037503601,2012,3100,1639,2390,77.099998,68.599998,2390
1400000US06037503602,6037503602,2012,2953,1824,2490,84.300003,73.300003,2490
1400000US06037503701,6037503701,2012,3842,1657,2514,65.400002,65.900002,2514
1400000US06037503702,6037503702,2012,3651,2225,3155,86.400002,70.5,3155
1400000US06037503704,6037503704,2012,3494,1795,2607,74.599998,68.900002,2607
1400000US06037503705,6037503705,2012,2732,1412,2049,75,68.900002,2049
1400000US06037503801,6037503801,2012,3085,1368,2120,68.699997,64.5,2120
1400000US06037503802,6037503802,2012,3602,1822,2713,75.300003,67.199997,2713
1400000US06037503901,6037503901,2012,2340,1081,1537,65.699997,70.300003,1537
1400000US06037503902,6037503902,2012,3385,1802,2679,79.099998,67.300003,2679
1400000US06037504001,6037504001,2012,4623,1599,2350,50.799999,68,2350
1400000US06037504002,6037504002,2012,4360,1999,2850,65.400002,70.099998,2850
1400000US06037504101,6037504101,2012,4176,1468,2451,58.700001,59.900002,2451
1400000US06037504200,6037504200,2012,4672,1396,2422,51.799999,57.599998,2422
1400000US06037530005,6037530005,2012,3791,1839,2727,71.900002,67.400002,2727
1400000US06037530006,6037530006,2012,2953,962,1542,52.200001,62.400002,1542
1400000US06037530007,6037530007,2012,5111,2586,3934,77,65.699997,3934
1400000US06037530101,6037530101,2012,4097,1177,2127,51.900002,55.299999,2127
1400000US06037530102,6037530102,2012,3670,1587,2637,71.900002,60.200001,2637
1400000US06037530202,6037530202,2012,3301,1452,2226,67.400002,65.199997,2226
1400000US06037530203,6037530203,2012,2391,798,1347,56.299999,59.200001,1347
1400000US06037530204,6037530204,2012,2785,860,1493,53.599998,57.599998,1493
1400000US06037530301,6037530301,2012,1689,558,924,54.700001,60.400002,924
1400000US06037530302,6037530302,2012,5129,1574,2659,51.799999,59.200001,2659
1400000US06037530400,6037530400,2012,2597,1057,1759,67.699997,60.099998,1759
1400000US06037530500,6037530500,2012,3201,1126,1890,59,59.599998,1890
1400000US06037530603,6037530603,2012,3602,1246,2011,55.799999,62,2011
1400000US06037530700,6037530700,2012,1574,486,838,53.200001,58,838
1400000US06037530801,6037530801,2012,4261,1114,2001,47,55.700001,2001
1400000US06037530802,6037530802,2012,2342,779,1395,59.599998,55.799999,1395
1400000US06037530901,6037530901,2012,2800,734,1260,45,58.299999,1260
1400000US06037530902,6037530902,2012,2878,853,1465,50.900002,58.200001,1465
1400000US06037531000,6037531000,2012,3641,1163,2005,55.099998,58,2005
1400000US06037531101,6037531101,2012,3500,909,1610,46,56.5,1610
1400000US06037531102,6037531102,2012,2327,696,1116,48,62.400002,1116
1400000US06037531201,6037531201,2012,3575,912,1582,44.299999,57.599998,1582
1400000US06037531202,6037531202,2012,3104,721,1278,41.200001,56.400002,1278
1400000US06037531301,6037531301,2012,3895,816,1433,36.799999,56.900002,1433
1400000US06037531302,6037531302,2012,4579,1030,1841,40.200001,55.900002,1841
1400000US06037531502,6037531502,2012,2485,531,886,35.700001,59.900002,886
1400000US06037531503,6037531503,2012,2331,489,889,38.099998,55,889
1400000US06037531504,6037531504,2012,3277,847,1484,45.299999,57.099998,1484
1400000US06037531602,6037531602,2012,3370,768,1331,39.5,57.700001,1331
1400000US06037531603,6037531603,2012,2664,712,1257,47.200001,56.599998,1257
1400000US06037531604,6037531604,2012,2569,696,1207,47,57.700001,1207
1400000US06037531701,6037531701,2012,3916,1115,1895,48.400002,58.799999,1895
1400000US06037531702,6037531702,2012,3357,836,1465,43.599998,57.099998,1465
1400000US06037531800,6037531800,2012,3145,1040,1739,55.299999,59.799999,1739
1400000US06037531901,6037531901,2012,4744,1309,2242,47.299999,58.400002,2242
1400000US06037531902,6037531902,2012,2958,1010,1727,58.400002,58.5,1727
1400000US06037532001,6037532001,2012,2568,921,1516,59,60.799999,1516
1400000US06037532002,6037532002,2012,2350,657,1199,51,54.799999,1199
1400000US06037532101,6037532101,2012,4357,1219,2239,51.400002,54.400002,2239
1400000US06037532102,6037532102,2012,2844,1098,1854,65.199997,59.200001,1854
1400000US06037532200,6037532200,2012,4691,1290,2353,50.200001,54.799999,2353
1400000US06037532302,6037532302,2012,3116,1342,2262,72.599998,59.299999,2262
1400000US06037532303,6037532303,2012,3236,1384,2262,69.900002,61.200001,2262
1400000US06037532304,6037532304,2012,4252,1071,1939,45.599998,55.200001,1939
1400000US06037532500,6037532500,2012,2985,728,1202,40.299999,60.599998,1202
1400000US06037532605,6037532605,2012,2691,547,984,36.599998,55.599998,984
1400000US06037532606,6037532606,2012,3030,549,990,32.700001,55.5,990
1400000US06037532607,6037532607,2012,4290,942,1666,38.799999,56.5,1666
1400000US06037532700,6037532700,2012,1256,303,568,45.200001,53.299999,568
1400000US06037532800,6037532800,2012,2376,503,984,41.400002,51.099998,984
1400000US06037532900,6037532900,2012,3949,854,1515,38.400002,56.400002,1515
1400000US06037533001,6037533001,2012,2481,606,1180,47.599998,51.400002,1180
1400000US06037533002,6037533002,2012,1143,225,411,36,54.700001,411
1400000US06037533103,6037533103,2012,2971,556,987,33.200001,56.299999,987
1400000US06037533104,6037533104,2012,3005,459,813,27.1,56.5,813
1400000US06037533105,6037533105,2012,1689,293,579,34.299999,50.599998,579
1400000US06037533108,6037533108,2012,3732,900,1481,39.700001,60.799999,1481
1400000US06037533201,6037533201,2012,1731,471,744,43,63.299999,744
1400000US06037533204,6037533204,2012,2953,844,1411,47.799999,59.799999,1411
1400000US06037533300,6037533300,2012,2451,472,833,34,56.700001,833
1400000US06037533401,6037533401,2012,3479,944,1594,45.799999,59.200001,1594
1400000US06037533402,6037533402,2012,2822,967,1663,58.900002,58.099998,1663
