geoid,geoid20,year,denom_adult_pop,voted_count,registered_count,registration_pct,voter_turnout_pct,denom_registered
1400000US06037543201,6037543201,2016,2680,1023,1779,66.400002,57.5,1779
1400000US06037543203,6037543203,2016,3924,1423,2532,64.5,56.200001,2532
1400000US06037543304,6037543304,2016,5100,3759,5381,100,69.900002,5381
1400000US06037543305,6037543305,2016,2749,1118,1622,59,68.900002,1622
1400000US06037543306,6037543306,2016,4777,2174,3527,73.800003,61.599998,3527
1400000US06037543321,6037543321,2016,3994,2313,3533,88.5,65.5,3533
1400000US06037543322,6037543322,2016,5627,4018,5741,100,70,5741
1400000US06037543400,6037543400,2016,3207,1616,2545,79.400002,63.5,2545
1400000US06037543501,6037543501,2016,5609,2189,3690,65.800003,59.299999,3690
1400000US06037543502,6037543502,2016,3240,1473,2337,72.099998,63,2337
1400000US06037543503,6037543503,2016,4784,1827,2939,61.400002,62.200001,2939
1400000US06037543601,6037543601,2016,3138,1215,2028,64.599998,59.900002,2028
1400000US06037543603,6037543603,2016,3574,1994,2837,79.400002,70.300003,2837
1400000US06037543605,6037543605,2016,3796,1648,2597,68.400002,63.5,2597
1400000US06037543606,6037543606,2016,2660,1155,1821,68.5,63.400002,1821
1400000US06037543607,6037543607,2016,2312,1093,1776,76.800003,61.5,1776
1400000US06037543701,6037543701,2016,2279,984,1740,76.300003,56.599998,1740
1400000US06037543703,6037543703,2016,2798,1273,2062,73.699997,61.700001,2062
1400000US06037543704,6037543704,2016,2720,1198,1901,69.900002,63,1901
1400000US06037543705,6037543705,2016,2626,1157,1836,69.900002,63,1836
1400000US06037543801,6037543801,2016,4309,1917,3095,71.800003,61.900002,3095
1400000US06037543803,6037543803,2016,2932,1397,2374,81,58.799999,2374
1400000US06037543804,6037543804,2016,2328,1110,1885,81,58.900002,1885
1400000US06037543903,6037543903,2016,2978,1517,2454,82.400002,61.799999,2454
1400000US06037543905,6037543905,2016,3126,1023,1970,63,51.900002,1970
1400000US06037544001,6037544001,2016,2781,1152,1860,66.900002,61.900002,1860
1400000US06037544002,6037544002,2016,3263,1318,2192,67.199997,60.099998,2192
1400000US06037550101,6037550101,2016,2468,1192,1736,70.300003,68.699997,1736
1400000US06037550201,6037550201,2016,1996,832,1233,61.799999,67.5,1233
1400000US06037550202,6037550202,2016,4082,1862,2819,69.099998,66.099998,2819
1400000US06037550301,6037550301,2016,3846,1663,2486,64.599998,66.900002,2486
1400000US06037550501,6037550501,2016,2018,1067,1514,75,70.5,1514
1400000US06037550502,6037550502,2016,4009,2120,3006,75,70.5,3006
1400000US06037550601,6037550601,2016,4243,1826,2778,65.5,65.699997,2778
1400000US06037550602,6037550602,2016,3713,1932,2773,74.699997,69.699997,2773
1400000US06037550700,6037550700,2016,5174,2838,4052,78.300003,70,4052
1400000US06037550801,6037550801,2016,3207,1617,2333,72.699997,69.300003,2333
1400000US06037550802,6037550802,2016,2655,1339,1931,72.699997,69.300003,1931
1400000US06037550901,6037550901,2016,3083,1220,1972,64,61.900002,1972
1400000US06037550902,6037550902,2016,4494,1764,2734,60.799999,64.5,2734
1400000US06037551001,6037551001,2016,3233,1684,2394,74,70.300003,2394
1400000US06037551002,6037551002,2016,2182,1137,1616,74.099998,70.400002,1616
1400000US06037551101,6037551101,2016,2837,941,1567,55.200001,60.099998,1567
1400000US06037551102,6037551102,2016,3769,1150,1978,52.5,58.099998,1978
1400000US06037551201,6037551201,2016,2769,1362,2035,73.5,66.900002,2035
1400000US06037551203,6037551203,2016,2937,1246,1924,65.5,64.800003,1924
1400000US06037551204,6037551204,2016,2755,1170,1805,65.5,64.800003,1805
1400000US06037551300,6037551300,2016,4197,1592,2643,63,60.200001,2643
1400000US06037551401,6037551401,2016,3559,1366,2061,57.900002,66.300003,2061
1400000US06037551402,6037551402,2016,3438,1795,2570,74.800003,69.800003,2570
1400000US06037551501,6037551501,2016,3454,1725,2441,70.699997,70.699997,2441
1400000US06037551502,6037551502,2016,3170,1558,2285,72.099998,68.199997,2285
1400000US06037551700,6037551700,2016,4399,2214,3466,78.800003,63.900002,3466
1400000US06037551801,6037551801,2016,3097,1243,1954,63.099998,63.599998,1954
1400000US06037551802,6037551802,2016,2952,1185,1862,63.099998,63.599998,1862
1400000US06037551900,6037551900,2016,4244,1647,2557,60.200001,64.400002,2557
1400000US06037552001,6037552001,2016,2985,1347,2037,68.199997,66.099998,2037
1400000US06037552002,6037552002,2016,2790,898,1477,52.900002,60.799999,1477
1400000US06037552100,6037552100,2016,4872,2058,3090,63.400002,66.599998,3090
1400000US06037552200,6037552200,2016,4162,1247,2218,53.299999,56.200001,2218
1400000US06037552301,6037552301,2016,3678,1390,2206,60,63,2206
1400000US06037552302,6037552302,2016,3146,1265,1860,59.099998,68,1860
1400000US06037552400,6037552400,2016,1807,688,1102,61,62.400002,1102
1400000US06037552601,6037552601,2016,4023,1499,2220,55.200001,67.5,2220
1400000US06037552602,6037552602,2016,3499,1202,1965,56.200001,61.200001,1965
1400000US06037552700,6037552700,2016,5275,2220,3272,62,67.800003,3272
1400000US06037552800,6037552800,2016,4411,1899,2827,64.099998,67.199997,2827
1400000US06037552900,6037552900,2016,5498,2092,3102,56.400002,67.400002,3102
1400000US06037553000,6037553000,2016,3565,1759,2572,72.099998,68.400002,2572
1400000US06037553100,6037553100,2016,4813,2151,3198,66.400002,67.300003,3198
1400000US06037553201,6037553201,2016,3023,1464,2169,71.699997,67.5,2169
1400000US06037553202,6037553202,2016,2572,1246,1846,71.800003,67.5,1846
1400000US06037553300,6037553300,2016,2681,1150,1793,66.900002,64.099998,1793
1400000US06037553400,6037553400,2016,2586,1291,2050,79.300003,63,2050
1400000US06037553502,6037553502,2016,3155,1182,2037,64.599998,58,2037
1400000US06037553503,6037553503,2016,2045,632,1136,55.599998,55.599998,1136
1400000US06037553504,6037553504,2016,4205,1310,2282,54.299999,57.400002,2282
1400000US06037553601,6037553601,2016,3787,1564,2748,72.599998,56.900002,2748
1400000US06037553602,6037553602,2016,3621,1203,1986,54.799999,60.599998,1986
1400000US06037553701,6037553701,2016,2930,778,1382,47.200001,56.299999,1382
1400000US06037553702,6037553702,2016,3407,1022,1752,51.400002,58.299999,1752
1400000US06037553801,6037553801,2016,3273,628,1118,34.200001,56.200001,1118
1400000US06037553802,6037553802,2016,4184,1588,2746,65.599998,57.799999,2746
1400000US06037553901,6037553901,2016,4833,1802,2970,61.5,60.700001,2970
1400000US06037553902,6037553902,2016,3864,1346,2421,62.700001,55.599998,2421
1400000US06037554001,6037554001,2016,2905,1452,2252,77.5,64.5,2252
1400000US06037554002,6037554002,2016,4401,1553,2557,58.099998,60.700001,2557
1400000US06037554101,6037554101,2016,2563,741,1281,50,57.799999,1281
1400000US06037554105,6037554105,2016,3080,965,1605,52.099998,60.099998,1605
1400000US06037554106,6037554106,2016,2930,1228,1834,62.599998,67,1834
1400000US06037554201,6037554201,2016,3029,1454,2260,74.599998,64.300003,2260
1400000US06037554203,6037554203,2016,2852,1130,1726,60.5,65.5,1726
1400000US06037554204,6037554204,2016,3078,1159,1948,63.299999,59.5,1948
1400000US06037554301,6037554301,2016,2652,883,1614,60.900002,54.700001,1614
1400000US06037554302,6037554302,2016,2915,905,1724,59.099998,52.5,1724
1400000US06037554403,6037554403,2016,4116,1101,2020,49.099998,54.5,2020
1400000US06037554404,6037554404,2016,2866,1158,1960,68.400002,59.099998,1960
1400000US06037554405,6037554405,2016,2192,944,1519,69.300003,62.099998,1519
1400000US06037554406,6037554406,2016,3760,1926,2772,73.699997,69.5,2772
1400000US06037554511,6037554511,2016,3055,1666,2476,81,67.300003,2476
1400000US06037554512,6037554512,2016,4876,2901,4333,88.900002,67,4333
1400000US06037554513,6037554513,2016,2060,1041,1648,80,63.200001,1648
1400000US06037554514,6037554514,2016,3728,1785,2811,75.400002,63.5,2811
1400000US06037554515,6037554515,2016,3150,1664,2411,76.5,69,2411
1400000US06037554516,6037554516,2016,3161,1745,2627,83.099998,66.400002,2627
1400000US06037554517,6037554517,2016,3415,1807,2904,85,62.200001,2904
1400000US06037554518,6037554518,2016,4366,2314,3428,78.5,67.5,3428
1400000US06037554519,6037554519,2016,2813,1737,2465,87.599998,70.5,2465
1400000US06037554521,6037554521,2016,5205,2770,3951,75.900002,70.099998,3951
1400000US06037554522,6037554522,2016,4168,2515,3447,82.699997,73,3447
1400000US06037554600,6037554600,2016,3606,1138,1747,48.400002,65.099998,1747
1400000US06037554700,6037554700,2016,3804,1446,2161,56.799999,66.900002,2161
1400000US06037554801,6037554801,2016,2274,883,1371,60.299999,64.400002,1371
1400000US06037554802,6037554802,2016,4941,1809,2842,57.5,63.700001,2842
1400000US06037554900,6037554900,2016,6002,2087,3168,52.799999,65.900002,3168
1400000US06037555001,6037555001,2016,4197,1565,2480,59.099998,63.099998,2480
1400000US06037555002,6037555002,2016,2344,1227,1845,78.699997,66.5,1845
1400000US06037555105,6037555105,2016,3898,1316,2291,58.799999,57.400002,2291
1400000US06037555106,6037555106,2016,3116,1036,1782,57.200001,58.099998,1782
1400000US06037555107,6037555107,2016,4762,1879,3083,64.699997,60.900002,3083
1400000US06037555202,6037555202,2016,2648,1807,2376,89.699997,76.099998,2376
1400000US06037555211,6037555211,2016,4091,1240,1995,48.799999,62.200001,1995
1400000US06037555212,6037555212,2016,3585,1040,1697,47.299999,61.299999,1697
1400000US06037555300,6037555300,2016,4735,1710,2549,53.799999,67.099998,2549
1400000US06037570001,6037570001,2016,3607,2011,2781,77.099998,72.300003,2781
1400000US06037570002,6037570002,2016,2203,1301,1777,80.699997,73.199997,1777
1400000US06037570003,6037570003,2016,3458,1972,2790,80.699997,70.699997,2790
1400000US06037570100,6037570100,2016,2476,1027,1688,68.199997,60.799999,1688
1400000US06037570202,6037570202,2016,4336,1782,3355,77.400002,53.099998,3355
1400000US06037570203,6037570203,2016,2740,812,1684,61.5,48.200001,1684
1400000US06037570204,6037570204,2016,2895,981,1884,65.099998,52.099998,1884
1400000US06037570303,6037570303,2016,3204,1006,2069,64.599998,48.599998,2069
1400000US06037570304,6037570304,2016,3535,1072,2458,69.5,43.599998,2458
1400000US06037570305,6037570305,2016,3486,1011,1967,56.400002,51.400002,1967
1400000US06037570306,6037570306,2016,2201,638,1241,56.400002,51.400002,1241
1400000US06037570402,6037570402,2016,2520,1418,2422,96.099998,58.5,2422
1400000US06037570403,6037570403,2016,3311,970,1861,56.200001,52.099998,1861
1400000US06037570404,6037570404,2016,2411,953,1832,76,52,1832
1400000US06037570502,6037570502,2016,4568,1708,3371,73.800003,50.700001,3371
1400000US06037570503,6037570503,2016,1900,851,1524,80.199997,55.799999,1524
1400000US06037570504,6037570504,2016,3339,1494,2678,80.199997,55.799999,2678
1400000US06037570601,6037570601,2016,4170,1459,2736,65.599998,53.299999,2736
1400000US06037570602,6037570602,2016,4648,1684,3362,72.300003,50.099998,3362
1400000US06037570603,6037570603,2016,3267,1117,2315,70.900002,48.299999,2315
1400000US06037570701,6037570701,2016,5096,2993,4509,88.5,66.400002,4509
1400000US06037570703,6037570703,2016,2772,1560,2312,83.400002,67.5,2312
1400000US06037570800,6037570800,2016,4031,2443,3338,82.800003,73.199997,3338
1400000US06037570901,6037570901,2016,4479,2874,3873,86.5,74.199997,3873
1400000US06037570902,6037570902,2016,2835,1730,2446,86.300003,70.699997,2446
1400000US06037571000,6037571000,2016,4621,2982,4018,87,74.199997,4018
1400000US06037571101,6037571101,2016,3553,2353,3214,90.5,73.199997,3214
1400000US06037571102,6037571102,2016,3096,1956,2675,86.400002,73.099998,2675
1400000US06037571201,6037571201,2016,3245,1943,2703,83.300003,71.900002,2703
1400000US06037571202,6037571202,2016,3251,1947,2708,83.300003,71.900002,2708
1400000US06037571300,6037571300,2016,3514,2291,3242,92.300003,70.699997,3242
1400000US06037571400,6037571400,2016,3271,1976,2881,88.099998,68.599998,2881
1400000US06037571502,6037571502,2016,3490,1883,3008,86.199997,62.599998,3008
1400000US06037571504,6037571504,2016,3693,1820,2984,80.800003,61,2984
1400000US06037571505,6037571505,2016,2343,1110,1754,74.900002,63.299999,1754
1400000US06037571600,6037571600,2016,1227,487,1185,96.599998,41.099998,1185
1400000US06037571701,6037571701,2016,4463,1597,3148,70.5,50.700001,3148
1400000US06037571703,6037571703,2016,2661,867,1805,67.800003,48,1805
1400000US06037571704,6037571704,2016,2827,943,1991,70.400002,47.400002,1991
1400000US06037571800,6037571800,2016,2565,1890,2526,98.5,74.800003,2526
1400000US06037571900,6037571900,2016,4415,2950,4093,92.699997,72.099998,4093
1400000US06037572001,6037572001,2016,4582,3049,4125,90,73.900002,4125
1400000US06037572201,6037572201,2016,5328,2427,3856,72.400002,62.900002,3856
1400000US06037572202,6037572202,2016,2753,1345,2158,78.400002,62.299999,2158
1400000US06037572301,6037572301,2016,2807,939,1763,62.799999,53.299999,1763
1400000US06037572500,6037572500,2016,2175,1031,2066,95,49.900002,2066
1400000US06037572600,6037572600,2016,4244,1723,2993,70.5,57.599998,2993
1400000US06037572700,6037572700,2016,4009,1646,3109,77.599998,52.900002,3109
1400000US06037573002,6037573002,2016,2562,585,1546,60.299999,37.799999,1546
1400000US06037573003,6037573003,2016,1477,524,848,57.400002,61.799999,848
1400000US06037573004,6037573004,2016,3152,1013,2338,74.199997,43.299999,2338
1400000US06037573101,6037573101,2016,2540,990,1788,70.400002,55.400002,1788
1400000US06037573102,6037573102,2016,3216,1253,2262,70.300003,55.400002,2262
1400000US06037573201,6037573201,2016,3266,1117,2485,76.099998,44.900002,2485
1400000US06037573202,6037573202,2016,4524,1464,3186,70.400002,46,3186
1400000US06037573300,6037573300,2016,3049,751,2001,65.599998,37.5,2001
1400000US06037573401,6037573401,2016,956,563,866,100,65,866
1400000US06037573402,6037573402,2016,5073,2149,3600,71,59.700001,3600
1400000US06037573403,6037573403,2016,2641,1649,2400,90.900002,68.699997,2400
1400000US06037573601,6037573601,2016,4648,3576,4747,100,75.300003,4747
1400000US06037573700,6037573700,2016,3753,2515,3353,89.300003,75,3353
1400000US06037573800,6037573800,2016,3442,2470,3193,92.800003,77.400002,3193
1400000US06037573902,6037573902,2016,1668,1239,1625,97.400002,76.199997,1625
1400000US06037574000,6037574000,2016,4229,3124,4057,95.900002,77,4057
1400000US06037574100,6037574100,2016,4012,2860,3760,93.699997,76.099998,3760
1400000US06037574201,6037574201,2016,2366,1686,2250,95.099998,74.900002,2250
1400000US06037574202,6037574202,2016,1749,834,1225,70,68.099998,1225
1400000US06037574300,6037574300,2016,4609,3319,4392,95.300003,75.599998,4392
1400000US06037574400,6037574400,2016,3847,3049,4030,100,75.699997,4030
1400000US06037574500,6037574500,2016,5145,3654,4869,94.599998,75,4869
1400000US06037574602,6037574602,2016,1057,758,982,92.900002,77.199997,982
1400000US06037574800,6037574800,2016,2226,1617,2188,98.300003,73.900002,2188
1400000US06037574901,6037574901,2016,2944,2135,2751,93.400002,77.599998,2751
1400000US06037574902,6037574902,2016,4245,1564,2615,61.599998,59.799999,2615
1400000US06037575001,6037575001,2016,3111,1538,2322,74.599998,66.199997,2322
1400000US06037575002,6037575002,2016,4042,1696,2724,67.400002,62.299999,2724
1400000US06037575101,6037575101,2016,3381,1052,2176,64.400002,48.299999,2176
1400000US06037575102,6037575102,2016,2968,714,1649,55.599998,43.299999,1649
1400000US06037575103,6037575103,2016,3861,1350,2673,69.199997,50.5,2673
1400000US06037575201,6037575201,2016,3057,1036,2441,79.800003,42.400002,2441
1400000US06037575202,6037575202,2016,3161,713,1811,57.299999,39.400002,1811
1400000US06037575300,6037575300,2016,3411,891,2245,65.800003,39.700001,2245
1400000US06037575401,6037575401,2016,3713,540,1729,46.599998,31.200001,1729
1400000US06037575402,6037575402,2016,2748,391,1152,41.900002,33.900002,1152
1400000US06037575801,6037575801,2016,1428,488,1039,72.800003,47,1039
1400000US06037575802,6037575802,2016,3587,858,2137,59.599998,40.099998,2137
1400000US06037575803,6037575803,2016,2157,682,1572,72.900002,43.400002,1572
1400000US06037575901,6037575901,2016,2545,1096,1854,72.800003,59.099998,1854
1400000US06037575902,6037575902,2016,4023,1735,3403,84.599998,51,3403
1400000US06037576001,6037576001,2016,5240,2199,3558,67.900002,61.799999,3558
1400000US06037576200,6037576200,2016,4688,1790,3974,84.800003,45,3974
1400000US06037576301,6037576301,2016,3300,1143,2372,71.900002,48.200001,2372
1400000US06037576302,6037576302,2016,3163,759,2134,67.5,35.599998,2134
1400000US06037576401,6037576401,2016,3366,685,1897,56.400002,36.099998,1897
1400000US06037576402,6037576402,2016,3345,856,2073,62,41.299999,2073
1400000US06037576403,6037576403,2016,3456,764,2217,64.099998,34.5,2217
1400000US06037576501,6037576501,2016,2377,959,1821,76.599998,52.700001,1821
1400000US06037576502,6037576502,2016,3675,1503,2660,72.400002,56.5,2660
1400000US06037576503,6037576503,2016,3515,1316,2424,69,54.299999,2424
1400000US06037576601,6037576601,2016,3986,1952,3182,79.800003,61.299999,3182
1400000US06037576602,6037576602,2016,4108,1871,2887,70.300003,64.800003,2887
1400000US06037576700,6037576700,2016,3507,2185,3118,88.900002,70.099998,3118
1400000US06037576801,6037576801,2016,3507,1878,2941,83.900002,63.900002,2941
1400000US06037576802,6037576802,2016,3233,1823,2688,83.099998,67.800003,2688
1400000US06037576901,6037576901,2016,4438,1194,2686,60.5,44.5,2686
1400000US06037576903,6037576903,2016,2922,940,1976,67.599998,47.599998,1976
1400000US06037576904,6037576904,2016,2679,1087,2043,76.300003,53.200001,2043
1400000US06037577000,6037577000,2016,5969,2820,4564,76.5,61.799999,4564
1400000US06037577100,6037577100,2016,5790,3652,5065,87.5,72.099998,5065
1400000US06037577200,6037577200,2016,5008,2745,4005,80,68.5,4005
1400000US06037577300,6037577300,2016,4993,2856,4063,81.400002,70.300003,4063
1400000US06037577400,6037577400,2016,2565,1825,2416,94.199997,75.5,2416
1400000US06037577501,6037577501,2016,3009,2162,2737,91,79,2737
1400000US06037577504,6037577504,2016,1214,874,1155,95.099998,75.699997,1155
1400000US06037577602,6037577602,2016,2842,1951,2556,89.900002,76.300003,2556
1400000US06037577604,6037577604,2016,1237,747,1025,82.900002,72.900002,1025
1400000US06037577605,6037577605,2016,3795,2814,3647,96.099998,77.199997,3647
1400000US06037577606,6037577606,2016,2869,2128,2756,96.099998,77.199997,2756
1400000US06037577700,6037577700,2016,3423,1473,2568,75,57.400002,2568
1400000US06037577800,6037577800,2016,3145,1441,2103,66.900002,68.5,2103
1400000US06037577900,6037577900,2016,4937,2300,3669,74.300003,62.700001,3669
1400000US06037578000,6037578000,2016,4600,1547,3089,67.199997,50.099998,3089
1400000US06037578100,6037578100,2016,2301,355,877,38.099998,40.5,877
1400000US06037599000,6037599000,2016,2455,1220,1801,73.400002,67.699997,1801
1400000US06037600100,6037600100,2016,4700,1350,3009,64,44.900002,3009
1400000US06037600201,6037600201,2016,2870,1111,2152,75,51.599998,2152
1400000US06037600202,6037600202,2016,4788,1536,3198,66.800003,48,3198
1400000US06037600302,6037600302,2016,2352,1457,2499,100,58.299999,2499
1400000US06037600303,6037600303,2016,2756,822,1786,64.800003,46,1786
1400000US06037600304,6037600304,2016,2159,720,1625,75.300003,44.299999,1625
1400000US06037600400,6037600400,2016,3237,1939,3125,96.5,62,3125
1400000US06037600501,6037600501,2016,2075,1443,2165,100,66.699997,2165
1400000US06037600601,6037600601,2016,2148,1379,2128,99.099998,64.800003,2128
1400000US06037600602,6037600602,2016,1729,435,1011,58.5,43,1011
1400000US06037600702,6037600702,2016,3811,2280,3360,88.199997,67.900002,3360
1400000US06037600703,6037600703,2016,1758,1653,2319,100,71.300003,2319
1400000US06037600704,6037600704,2016,2398,1287,1897,79.099998,67.800003,1897
1400000US06037600801,6037600801,2016,2778,1851,2770,99.699997,66.800003,2770
1400000US06037600802,6037600802,2016,2022,1199,1806,89.300003,66.400002,1806
1400000US06037600902,6037600902,2016,4956,2065,3665,74,56.299999,3665
1400000US06037600911,6037600911,2016,2623,1266,1980,75.5,63.900002,1980
1400000US06037600912,6037600912,2016,4236,1777,2838,67,62.599998,2838
1400000US06037601001,6037601001,2016,1638,1080,1712,100,63.099998,1712
1400000US06037601002,6037601002,2016,3925,1700,2996,76.300003,56.700001,2996
1400000US06037601100,6037601100,2016,4845,1385,2689,55.5,51.5,2689
1400000US06037601202,6037601202,2016,2781,1193,2038,73.300003,58.5,2038
1400000US06037601211,6037601211,2016,2253,944,1614,71.599998,58.5,1614
1400000US06037601212,6037601212,2016,4556,1596,2841,62.400002,56.200001,2841
1400000US06037601301,6037601301,2016,1472,1144,1584,100,72.199997,1584
1400000US06037601302,6037601302,2016,5500,2417,4027,73.199997,60,4027
1400000US06037601303,6037601303,2016,3565,1594,2678,75.099998,59.5,2678
1400000US06037601401,6037601401,2016,4136,1630,2825,68.300003,57.700001,2825
1400000US06037601402,6037601402,2016,4055,1547,2465,60.799999,62.799999,2465
1400000US06037601501,6037601501,2016,2860,627,1076,37.599998,58.299999,1076
1400000US06037601502,6037601502,2016,2853,714,1260,44.200001,56.700001,1260
1400000US06037601600,6037601600,2016,2980,985,1545,51.799999,63.799999,1545
1400000US06037601700,6037601700,2016,3562,919,1625,45.599998,56.599998,1625
1400000US06037601801,6037601801,2016,2478,771,1331,53.700001,57.900002,1331
1400000US06037601802,6037601802,2016,2910,871,1401,48.099998,62.200001,1401
1400000US06037601900,6037601900,2016,3478,1094,2052,59,53.299999,2052
1400000US06037602002,6037602002,2016,2296,804,1347,58.700001,59.700001,1347
1400000US06037602003,6037602003,2016,3336,1280,2252,67.5,56.799999,2252
1400000US06037602103,6037602103,2016,4945,1566,2648,53.5,59.099998,2648
1400000US06037602104,6037602104,2016,4078,1424,2292,56.200001,62.099998,2292
1400000US06037602105,6037602105,2016,3410,1142,1748,51.299999,65.300003,1748
1400000US06037602106,6037602106,2016,4490,1670,2501,55.700001,66.800003,2501
1400000US06037602201,6037602201,2016,4472,2553,3574,79.900002,71.400002,3574
1400000US06037602202,6037602202,2016,1374,784,1097,79.800003,71.5,1097
1400000US06037602301,6037602301,2016,4705,2665,3848,81.800003,69.300003,3848
1400000US06037602302,6037602302,2016,2922,1921,2476,84.699997,77.599998,2476
1400000US06037602402,6037602402,2016,4946,2552,3633,73.5,70.199997,3633
1400000US06037602403,6037602403,2016,4073,1312,2148,52.700001,61.099998,2148
1400000US06037602404,6037602404,2016,4535,1724,2711,59.799999,63.599998,2711
1400000US06037602504,6037602504,2016,3369,1084,1837,54.5,59,1837
1400000US06037602505,6037602505,2016,2853,761,1361,47.700001,55.900002,1361
1400000US06037602506,6037602506,2016,3014,1069,1819,60.400002,58.799999,1819
1400000US06037602507,6037602507,2016,3083,1091,1826,59.200001,59.700001,1826
1400000US06037602510,6037602510,2016,2658,810,1394,52.400002,58.099998,1394
1400000US06037602511,6037602511,2016,2673,816,1404,52.5,58.099998,1404
1400000US06037602512,6037602512,2016,444,155,255,100,60.799999,255
1400000US06037602513,6037602513,2016,2712,1002,1631,60.099998,61.400002,1631
1400000US06037602601,6037602601,2016,4533,2727,4020,88.699997,67.800003,4020
1400000US06037602602,6037602602,2016,2266,1363,2009,88.699997,67.800003,2009
1400000US06037602700,6037602700,2016,2896,2268,3422,100,66.300003,3422
1400000US06037602801,6037602801,2016,2710,716,1425,52.599998,50.200001,1425
1400000US06037602802,6037602802,2016,3141,1958,3089,98.300003,63.400002,3089
1400000US06037602900,6037602900,2016,3127,1222,2080,66.5,58.799999,2080
1400000US06037603004,6037603004,2016,1248,461,820,65.699997,56.200001,820
1400000US06037603005,6037603005,2016,4075,1547,2858,70.099998,54.099998,2858
1400000US06037603006,6037603006,2016,1557,678,1112,71.400002,61,1112
1400000US06037603007,6037603007,2016,3238,1125,1980,61.099998,56.799999,1980
1400000US06037603008,6037603008,2016,2262,786,1384,61.200001,56.799999,1384
1400000US06037603101,6037603101,2016,3166,1385,2284,72.099998,60.599998,2284
1400000US06037603102,6037603102,2016,3025,1206,2010,66.400002,60,2010
1400000US06037603200,6037603200,2016,2721,1041,1718,63.099998,60.599998,1718
1400000US06037603301,6037603301,2016,3184,1037,1765,55.400002,58.799999,1765
1400000US06037603302,6037603302,2016,3343,1184,1988,59.5,59.599998,1988
1400000US06037603400,6037603400,2016,3267,1533,2432,74.400002,63,2432
1400000US06037603500,6037603500,2016,2363,1292,1949,82.5,66.300003,1949
1400000US06037603600,6037603600,2016,3607,1689,2591,71.800003,65.199997,2591
1400000US06037603702,6037603702,2016,3943,2824,4128,100,68.400002,4128
1400000US06037603703,6037603703,2016,2119,1069,1577,74.400002,67.800003,1577
1400000US06037603705,6037603705,2016,2020,587,998,49.400002,58.799999,998
1400000US06037603706,6037603706,2016,2787,810,1378,49.400002,58.799999,1378
1400000US06037603801,6037603801,2016,3559,995,1591,44.700001,62.5,1591
1400000US06037603802,6037603802,2016,3102,1130,1817,58.599998,62.200001,1817
1400000US06037603901,6037603901,2016,2816,1196,1798,63.799999,66.5,1798
1400000US06037603902,6037603902,2016,2876,1221,1836,63.799999,66.5,1836
1400000US06037604001,6037604001,2016,3388,1103,1707,50.400002,64.599998,1707
1400000US06037604002,6037604002,2016,3787,1356,2109,55.700001,64.300003,2109
1400000US06037604101,6037604101,2016,2687,905,1424,53,63.599998,1424
1400000US06037604102,6037604102,2016,2985,1005,1582,53,63.5,1582
1400000US06037604200,6037604200,2016,4471,2225,3736,83.599998,59.599998,3736
1400000US06037609900,6037609900,2016,1667,474,754,45.200001,62.900002,754
1400000US06037620001,6037620001,2016,3095,2248,2850,92.099998,78.900002,2850
1400000US06037620002,6037620002,2016,2589,1787,2386,92.199997,74.900002,2386
1400000US06037620101,6037620101,2016,4234,2985,3895,92,76.599998,3895
1400000US06037620102,6037620102,2016,2999,1942,2672,89.099998,72.699997,2672
1400000US06037620201,6037620201,2016,1251,725,1060,84.699997,68.400002,1060
1400000US06037620301,6037620301,2016,3481,3002,3741,100,80.199997,3741
1400000US06037620303,6037620303,2016,2952,2391,3002,100,79.599998,3002
1400000US06037620305,6037620305,2016,4705,3431,4519,96,75.900002,4519
1400000US06037620400,6037620400,2016,3935,3030,3868,98.300003,78.300003,3868
1400000US06037620501,6037620501,2016,4599,3000,4012,87.199997,74.800003,4012
1400000US06037620521,6037620521,2016,2874,1771,2546,88.599998,69.599998,2546
1400000US06037620522,6037620522,2016,3806,2322,3224,84.699997,72,3224
1400000US06037620601,6037620601,2016,4431,2560,3607,81.400002,71,3607
1400000US06037620602,6037620602,2016,4251,2778,3812,89.699997,72.900002,3812
1400000US06037620701,6037620701,2016,5339,3523,4797,89.800003,73.400002,4797
1400000US06037620703,6037620703,2016,2265,1606,2129,94,75.400002,2129
1400000US06037620704,6037620704,2016,2934,2081,2758,94,75.5,2758
1400000US06037620801,6037620801,2016,2988,2107,2725,91.199997,77.300003,2725
1400000US06037620802,6037620802,2016,3219,2271,2936,91.199997,77.400002,2936
1400000US06037620901,6037620901,2016,2092,1533,1972,94.300003,77.699997,1972
1400000US06037620904,6037620904,2016,2200,1630,2110,95.900002,77.300003,2110
1400000US06037621001,6037621001,2016,3636,2169,3130,86.099998,69.300003,3130
1400000US06037621005,6037621005,2016,4464,3084,4022,90.099998,76.699997,4022
1400000US06037621102,6037621102,2016,2181,1680,2108,96.699997,79.699997,2108
1400000US06037621104,6037621104,2016,5616,3177,4245,75.599998,74.800003,4245
1400000US06037621201,6037621201,2016,5072,3395,4639,91.5,73.199997,4639
1400000US06037621204,6037621204,2016,2982,1543,2226,74.599998,69.300003,2226
1400000US06037621301,6037621301,2016,5466,3713,4984,91.199997,74.5,4984
1400000US06037621324,6037621324,2016,3237,1929,2684,82.900002,71.900002,2684
1400000US06037621326,6037621326,2016,2679,1637,2308,86.199997,70.900002,2308
1400000US06037621400,6037621400,2016,3297,2548,3386,100,75.300003,3386
